term-or-expression,explicit-or-implicit,pt-brazilian-portuguese,pt-contextual-label,pt-hate-label,pt-deeply-culture-rooted,en-american-english,en-contextual-label,en-hate-label,es-latin-spanish,es-contextual-label,es-hate-label,fr-african-french,fr-contextual-label,fr-hate-Label,ge-german,ge-contextual-label,ge-hate-Label,tu-turkish,tu-contextual-label,tu-hate-Label,Meaning Sources
term,explicit,jaguarada,1,0,1,scammer,1,0,0,,0,arnaqueur,1,0,Betrüger,1,0,dolandırıcı,1,0,https://www.dicionarioinformal.com.br/jaguarada/
term,explicit,stflixo,1,0,1,supreme court of trash,1,0,0,,0,cour suprême des poubelles,1,0,0,0,0,0,0,0,"""brazilian pejorative term used to refer to Federal Court of Justice"""
term,explicit,falcatrua,1,0,0,fraud,1,0,estafa,,0,fraude,1,0,Betrug,1,0,sahtekar,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/fraud
expression,explicit,rabo preso,1,0,0,bound to death,1,0,preocupado,,0,lié à la mort,1,0,0,0,0,kuyruğu sıkışmış,1,0,https://www.dicionarioinformal.com.br/rabo+preso/
expression,explicit,art. 142,0,apology  to  dictatorship,1,Martial law,0,apology  to  dictatorship,0,,apology  to  dictatorship,Loi martiale,0,apology  to  dictatorship,0,0,0,sıkıyönetim,0,apology  to  dictatorship,https://www.senado.leg.br/atividade/const/con1988/con1988_07.05.2020/art_142_.asp
expression,explicit,intervenção militar já,1,0,0,military intervention right away,1,0,intervención militar ya,,0,une intervention militaire immédiate,1,0,0,0,0,askeri darbe,1,0,https://www.politize.com.br/ditadura-militar-no-brasil/
term,explicit,abutre,0,0,0,vulture,0,0,0,,0,vautour,0,0,Geier,0,0,akbaba,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/abutre/
term,explicit,chiqueiro,0,0,0,dirty hole,0,0,corral,,0,trou sale,0,0,Drecksloch,0,0,pis yer,0,0,https://www.urbandictionary.com/define.php?term=dirty%20hole
term,explicit,advogadinho,1,0,0,little lawyer,1,0,abogadito,,0,petit avocat,1,0,kleiner Anwalt,1,0,küçük avukat,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/lawyer
expression,explicit,bandido de toga,1,0,0,legal con,1,0,bandido de toga,,0,conflit juridique,1,0,0,0,0,yasal dolandırıcılık,1,0,https://veja.abril.com.br/brasil/os-bandidos-de-toga/
expression,explicit,pau no rabo,1,0,0,asshole,1,0,palo en el culo,,0,trou du cul,1,0,Arschloch,1,0,pislik,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/asshole
expression,explicit,pau entrando no rabo,1,0,0,drilling down,1,0,palo entrando en el rabo,,0,le forage,1,0,0,0,0,0,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/drill-down?q=drilling+down
term,explicit,colarinho branco,1,0,0,white collar,1,0,cuello blanco,,0,col blanc,1,0,weiße Weste,1,0,beyaz yaka,1,0,https://michaelis.uol.com.br/palavra/dWLP/colarinho-branco/
term,explicit,colarinho-branco,1,0,0,white collar,1,0,cuello blanco,,0,col blanc,1,0,weiße Weste,1,0,beyaz yaka,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/white-collar
term,explicit,infâmia,1,0,0,infamy,1,0,infamia,,0,infamie,1,0,Ehrenlos,1,0,rezillik,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/inf%C3%A2mia/
expression,explicit,Intervenção militar no STF,1,apology  to  dictatorship,1,military intervention in the supreme court,1,apology  to  dictatorship,0,0,apology  to  dictatorship,intervention militaire à la cour suprême,1,apology  to  dictatorship,0,0,0,yargıtaya askeri müdehale,1,apology  to  dictatorship,https://www.politize.com.br/ditadura-militar-no-brasil/
expression,explicit,vão para o inferno,1,0,0,go to hell,1,0,van al infierno,,0,va au diable,1,0,Fahr zur Hölle,1,0,Cehenneme git,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/go-to-hell
term,explicit,papel higiênico,1,0,0,toilet paper ,1,0,papel higiénico,,0,papier toilette,1,0,Klopapier,1,0,tuvalet kağıdı,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/toilet-paper?q=toilet+paper+
expression,explicit,cambada de vagabundo,1,0,0,fucking twats,1,0,puñado de inútiles,,0,putain de connards,1,0,0,0,0,bir avuç işeyaramaz,1,0,https://www.urbandictionary.com/define.php?term=fucking%20twat
expression,explicit,corja do mal,1,0,0,bad blood,1,0,chusma del mal,,0,mauvais sang,1,0,0,0,0,kanı bozuk,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/bad-blood
term,explicit,ptfake,1,partyism,1,0,1,partyism,0,,partyism,0,0,0,0,0,0,0,0,0,"""term used in a pejorative way to refer to people from the left (also known as democrats) party in Brazil"""
term,explicit,mequetrefe,1,0,0,piece of shit,1,0,mequetrefe,,0,tas de merde,1,0,Stück scheiße,1,0,bok parçası,1,0,https://dicionario.priberam.org/mequetrefe
term,explicit,esgoto,0,0,0,sewer,0,0,alcantarilla,,0,égouts,0,0,Abwasser,0,0,lağım,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/esgoto/
term,explicit,roubalheira,1,0,0,scam ,1,0,fraude,,0,fraude,1,0,Betrug,1,0,kazıklamak,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/roubalheira/
term,explicit,jornaleco,1,0,0,tabloid,1,0,periodicucho,,0,presse à scandale,1,0,Boulevardzeitung,1,0,tabloid,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/jornaleco/
term,explicit,cacique,0,0,0,gang leader,0,0,jefe,,0,chef de gang,0,0,Gang Anfrührer,0,0,çete lideri,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/cacique/
term,explicit,salafrário,1,0,0,scammer,1,0,sinverguenza,,0,escro,1,0,Schurke / Schuft,1,0,kaba adam,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/salafr%C3%A1rio/
expression,explicit,intervenção militar,0,apology  to  dictatorship,0,government intervention,0,apology  to  dictatorship,intervención militar,,apology  to  dictatorship,intervention militaire,0,apology  to  dictatorship,0,0,0,askeri müdehale,0,apology  to  dictatorship,https://dictionary.cambridge.org/pt/dicionario/ingles/government-intervention
expression,explicit,borrando na calça,1,0,0,scared shitless,1,0,cagándose en los pantalones,,0,complètement effrayé,1,0,0,0,0,ödü bokuna karışmış,1,0,https://qualeagiria.com.br/giria/borrar-nas-calcas/
term,explicit,cão,0,0,0,dog,0,0,perro,,0,chien,0,0,(Du) Hund,0,0,köpek,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/c%C3%A3o/
term,explicit,militontos,1,partyism,1,dumb woke people,1,0,militontos,,0,des gens stupides et éveillés,1,0,0,0,0,beyni yıkanmış militanlar,0,0,"""a term used in Brazil and derived from agglutination process between -minions- and -tonto- (dizzy)"""
term,explicit,banana,0,0,0,wimp,0,0,banana,,0,mauviette,0,0,Schwächling,0,0,penis,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/banana/
term,explicit,circo,0,0,0,hellhole,0,0,circo,,0,trou de l'enfer,0,0,0,0,0,cehennem çukuru,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/circo/
expression,explicit,seita pt,1,partyism,1,0,1,partyism,0,,partyism,0,0,0,0,0,0,0,0,0,n/a
term,explicit,mercenário,1,0,0,mercenary,1,0,mercenario,,0,mercenaire,1,0,Söldner,1,0,paragöz,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/mercen%C3%A1rio/
term,explicit,covil,0,0,0,lair ,0,0,cueva,,0,tanière,0,0,Lügner,0,0,batakhane,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/covil/
term,explicit,cobra,0,0,0,snake,0,0,cobra,,0,serpent,0,0,Schlange,0,0,yılan,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/cobra/
term,explicit,carniceiro,0,0,0,thug,0,0,carnicero,,0,voyou,0,0,Schläger,0,0,cani,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/carniceiro/
term,explicit,porrada,1,0,0,beat,1,0,paliza,,0,battre,1,0,0,0,0,dövmek,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/porrada/
term,explicit,marionete,0,0,0,puppet,0,0,marioneta,,0,marionnette,0,0,Marionette,0,0,kukla,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/marionete/
expression,explicit,mi mi mi,1,0,1,whinig,1,0,mi mi mi,,0,pleurnicher,1,0,mimimi,1,0,mız mız,1,0,"https://www.dicionariopopular.com/significado-mimimi/#:~:text=O%20mimimi%20%C3%A9%20uma%20g%C3%ADria,as%20pessoas%20pararem%20de%20falar."
term,explicit,entojada,1,0,0,obnoxious,1,0,mareada,,0,odieux,1,0,widerlich,1,0,mide bulandırıcı,1,0,https://michaelis.uol.com.br/palavra/AB1K/entojado/
term,explicit,enjojado,1,0,0,obnoxious,1,0,mareado,,0,odieux,1,0,widerlich,1,0,mide bulandırıcı,1,0,https://michaelis.uol.com.br/palavra/AB1K/entojado/
expression,explicit,comer o cu,1,0,0,fuck up,1,0,comer el culo,,0,baiser quelqu'un,1,0,jemanden fertig machen,1,0,birini sikmek,1,0,https://languages.oup.com/google-dictionary-en/
term,explicit,atriz,0,0,0,actress,0,0,actriz,,0,actrice,0,0,Schauspielerin,0,0,0,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/atriz/
term,explicit,ator,0,0,0,actor,0,0,actor,,0,acteur,0,0,Schauspielerin,0,0,0,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/ator/
term,explicit,histérica,0,sexism,0,hysterical,0,sexism,histérica,,sexism,hystérique,0,sexism,hysterisch,0,sexism,histerik,0,sexism,https://michaelis.uol.com.br/palavra/L11l2/hist%C3%A9rico/
term,explicit,histérico,0,0,0,hysterical,0,0,histérico,,0,hystérique,0,0,hysterisch,0,0,histerik,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/hist%C3%A9rico/
term,explicit,laranja,0,0,0,stooge,0,0,naranja,,0,larbin,0,0,0,0,0,yardakçı,0,0,https://www.dicio.com.br/laranja/
term,explicit,laranjinha,0,0,0,stooge,0,0,naranjita,,0,larbin,0,0,0,0,0,yardakçı,0,0,https://www.dicio.com.br/laranja/
expression,explicit,conversa para boi dormir,1,0,1,jibber jabber,1,0,conversación para que el niño duerma,,0,jacasser,1,0,Geschwafel,1,0,gevezelik,1,0,https://www.significados.com.br/conversa-para-boi-dormir/
expression,explicit,conversa pra boi dormir,1,0,1,jibber jabber,1,0,conversación para que el niño duerma,,0,jacasser,1,0,Geschwafel,1,0,gevezelik,1,0,https://www.collinsdictionary.com/pt/dictionary/english/jibber-jabber
expression,explicit,meu ovo,0,0,0,breaking my balls,0,0,mi huevo,,0,mes couilles,0,0,meine Eier,0,0,taşaklarım,0,0,"https://idioms.thefreedictionary.com/breaking+my+balls#:~:text=rude%20slang%20%22Balls%22%20is%20slang,amount%20of%20effort%20or%20strain."
term,explicit,bozominions,1,partyism,1,0,1,partyism,0,,partyism,0,0,0,0,0,0,0,0,0,"""a term used in Brazil and derived from agglutination process between -bolsonaristas- and -minions-"""
expression,explicit,seu bosta,1,0,0,piece of shit,1,0,pedazo de mierda,,0,tas de merde,1,0,Stück scheiße,1,0,bok parçası,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/bosta/
expression,explicit,seu merda,1,0,0,piece of shit,1,0,su mierda,,0,tas de merde,1,0,Stück scheiße,1,0,bok parçası,1,0,"https://en.wiktionary.org/wiki/piece_of_shit#:~:text=Noun,quotations%20%E2%96%BC"
term,explicit,mimizenta,1,0,1,whiny,1,0,quejumbrosa,,0,pleurnichard,1,0,jammern,1,0,mız mız,1,0,"https://www.dicionarioinformal.com.br/mimizenta/#:~:text=Pessoa%20que%20adora%20fazer%20mimimi,reclamando%20n%C3%A3o%20ajuda%20em%20nada!"
term,explicit,mimizento,1,0,1,whiny,1,0,quejumbroso,,0,pleurnichard,1,0,jammern,1,0,mız mız,1,0,"https://www.dicionarioinformal.com.br/mimizenta/#:~:text=Pessoa%20que%20adora%20fazer%20mimimi,reclamando%20n%C3%A3o%20ajuda%20em%20nada!"
expression,explicit,branco fazendo branquice,1,racism,0,white trash folks,1,racism,blanco haciendo blanquicie,,racism,les gens de race blanche,1,racism,0,0,0,beyaz çöp,1,racism,"A kind of racist expression. According to this expression, white people have different behavior than black people."
term,explicit,mentiroso,1,0,0,liar,1,0,mentiroso,,0,menteur,1,0,Lügner,1,0,yalancı,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/mentiroso/
term,explicit,mentirosa,1,0,0,liar,1,0,mentirosa,,0,menteur,1,0,Lügner,1,0,yalancı,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/mentiroso/
term,explicit,bandidagem,1,0,0,scam,1,0,bandolerismo,,0,escroquerie,1,0,Betrug,1,0,haydutluk,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/bandidagem/
term,explicit,farsa,1,0,0,fraud,1,0,farsa,,0,fraude,1,0,Betrug,1,0,hile,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/farsa/
term,explicit,ameba,0,0,0,ameba,0,0,ameba,,0,amibe,0,0,Amöbe,0,0,kan emici,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/ameba/
expression,explicit,vira casaca,1,0,0,turncoat,1,0,cambia chaqueta,,0,renégat,1,0,0,0,0,dönek,1,0,https://www.dicionarioinformal.com.br/vira%20casaca/
expression,explicit,queimação de filme,0,0,0,raining on (someone's) parade,0,0,0,,0,pleuvoir sur la parade (de quelqu'un),0,0,0,0,0,0,0,0,https://pt.wiktionary.org/wiki/queimar_o_filme
expression,explicit,queimar o filme,0,0,0,salt your game,0,0,0,,0,pleuvoir sur la parade (de quelqu'un),0,0,0,0,0,0,0,0,https://www.urbandictionary.com/define.php?term=Salt%20your%20Game
term,explicit,pistoleira,1,sexism,0,whore,1,sexism,pistolera,,sexism,pute,1,sexism,Schlampe,1,sexism,orospu,1,sexism,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/pistoleira/
term,explicit,pistoleiro,1,0,0,hitman,1,0,pistolero,,0,tueur à gages,1,0,Killer,1,0,kiralık katil,1,0,colab.research.google.com/notebooks/intro.ipynb#recent=true
term,explicit,seboso,0,0,0,greasy,0,0,seboso,,0,graisseux.,0,0,fettig,0,0,yapışkan,0,0,https://michaelis.uol.com.br/palavra/V4ozY/seboso/
term,explicit,sebosa,0,0,0,greasy,0,0,sebosa,,0,graisseux.,0,0,fettig,0,0,yapışkan,0,0,https://michaelis.uol.com.br/palavra/V4ozY/seboso/
term,explicit,merda,1,0,0,shitty ,1,0,mierda,,0,merdique ,1,0,scheiße,1,0,boktan,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/shitty?q=shitty+
term,explicit,burraldo,1,0,0,dumb and dumbier,1,0,burrazo,,0,muet et plus muet,1,0,dumm und dümmer,1,0,salak ile avanak,1,0,https://pt.wiktionary.org/wiki/burraldo
term,explicit,burralda,1,0,0,dumb and dumbier,1,0,burraza,,0,muet et plus muet,1,0,dumm und dümmer,1,0,salak ile avanak,1,0,https://pt.wiktionary.org/wiki/burraldo
term,explicit,canalhada,1,0,0,bad blood,1,0,canallada,,0,mauvais sang,1,0,böses Blut,1,0,alçak,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/canalhada/
expression,explicit,pagar mico,0,0,0,be the butt of the joke,0,0,pasar verguenza,,0,be the butt of the joke,0,0,0,0,0,utanç,0,0,https://www.dicionarioinformal.com.br/pagar%20mico/
term,explicit,mico,0,0,0,butt of the joke,0,0,verguenza,,0,la cible de la plaisanterie,0,0,0,0,0,alay konusu,0,0,https://idioms.thefreedictionary.com/butt+of+a+joke
term,explicit,globosta,1,0,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,"""a term used in Brazil and derived from agglutination process between -globo (communication group of tv and media in Brazil) - and -bosta- (shit)"""
expression,explicit,partido da treva,1,partyism,0,damned party,1,partyism,fiesta oscura,,partyism,fête maudite,1,partyism,0,0,0,lanetli parti,1,partyism,https://www.collinsdictionary.com/dictionary/english/damn
expression,explicit,toma no fiofo,1,0,0,fuck you,1,0,0,,0,Va te faire foutre !,1,0,Fick dich,1,0,siktir git,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/fuck-you-them-it?q=fuck+you
term,explicit,orelhuda,1,0,0,dumb,1,0,orejuda,,0,stupide,1,0,dumm,1,0,aptal,1,0,https://www.dicionarioinformal.com.br/orelhuda/
expression,explicit,pau mandado,1,0,0,spineless,1,0,sacolargo,,0,sans envergure,1,0,Rückgratlos,1,0,karaktersiz,1,0,https://www.dicionarioinformal.com.br/pau%20mandado/
term,explicit,palerma,1,0,0,fool,1,0,tonto,,0,idiot,1,0,Idiot,1,0,ahmak,1,0,https://www.dicionarioinformal.com.br/palerma/
expression,explicit,vai se fuder,1,0,0,fuck you,1,0,jodete,,0,Va te faire foutre !,1,0,Fick dich,1,0,siktir git,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/fuck-you-them-it?q=fuck+you
term,explicit,lixão,0,0,0,trash bag,0,0,basurero,,0,sac poubelle,0,0,Drecksack,0,0,çöp yığını,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/trash-bag
term,explicit,fuça,0,0,0,face,0,0,cara,,0,visage,0,0,0,0,0,surat,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/fu%C3%A7a/
expression,explicit,cara de cú,1,0,0,assface,1,0,cara de culo,,0,vous avez l'air d'avoir besoin de chier,1,0,0,0,0,göt herif,1,0,"https://en.wiktionary.org/wiki/assface#:~:text=assface%20(plural%20assfaces),%2C%20vulgar)%20An%20ugly%20person."
term,explicit,cadela,0,sexism,0,bitch,0,sexism,perro,,sexism,salope,0,sexism,Schlampe,0,sexism,kancık,0,sexism,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/cadela/
term,explicit,tola,1,0,0,fool,1,0,tonta,,0,idiot,1,0,Idiot,1,0,dangalak,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/tola/
expression,explicit,cara de tacho,1,0,0,looking like you need to take a dump,1,0,vieja arrugada,,0,vous avez l'air d'avoir besoin de chier,1,0,0,0,0,0,0,0,https://dicionario.priberam.org/cara%20de%20tacho
term,explicit,intragável,0,0,0,unbearable,0,0,desagradable,,0,insupportable,0,0,unerträglich,0,0,tatsız,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/intrag%C3%A1vel/
term,explicit,desonesto,1,0,0,dishonest,1,0,deshonesto,,0,malhonnête,1,0,unehrlich,1,0,güvenilmez,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/desonesto/
term,explicit,desonesta,1,0,0,dishonest,1,0,deshonesta,,0,malhonnête,1,0,unehrlich,1,0,güvenilmez,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/desonesto/
term,explicit,feiura,1,0,0,ugly ,1,0,fealdad,,0,laid ,1,0,hässlich,1,0,çirkin,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/feiura/
expression,explicit,esquerdista do cacete,1,partyism,1,fucking liberals,1,partyism,gilipollas de izquierda,,partyism,putain de léfitiste,1,partyism,scheiß Linke,1,partyism,solcu pislik,1,partyism,https://www.urbandictionary.com/define.php?term=Fuck%20Liberals
term,explicit,fofoqueira,1,0,0,tattler,1,0,chismosa,,0,Tatoueur,1,0,Petze,1,0,gammaz,1,0,https://michaelis.uol.com.br/palavra/Rjz4/fofoqueiro/
term,explicit,fofoqueiro,1,0,0,tattler,1,0,chismoso,,0,Tatoueur,1,0,Petze,1,0,gammaz,1,0,https://michaelis.uol.com.br/palavra/Rjz4/fofoqueiro/
term,explicit,velhota,1,0,0,oldie,1,0,vieja,,0,vieux site,1,0,0,0,0,ihtiyar,1,0,https://dicionario.priberam.org/velhota
term,explicit,chacota,1,0,0,butt of the joke,1,0,chacota,,0,la cible de la plaisanterie,1,0,0,0,0,alay,1,0,https://dicionario.priberam.org/chacota
term,explicit,velhote,1,0,0,oldie,1,0,viejo,,0,vieux site,1,0,0,0,0,yaşlı bunak,1,0,https://dicionario.priberam.org/velhota
term,explicit,sifuuuuuuu,1,0,0,fuuuuuuuuck,1,0,0,,0,putain de  ,1,0,scheeeeeiße,1,0,sikeriiiiiiim,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/fuck
term,explicit,sifu,1,0,0,fuck,1,0,0,,0,putain de  ,1,0,fuuuuck,1,0,sikerim,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/fuck
expression,explicit,frustrada sexual,1,sexism,0,sexually flustered,1,sexism,frustrada sexual,,sexism,agité sexuellement,1,sexism,0,0,0,azgın,1,sexism,https://www.urbandictionary.com/define.php?term=sexually%20flustered
term,explicit,desavisado,0,0,0,innocent,0,0,inconsciente,,0,inncoent,0,0,unschuldig,0,0,pervasız,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/desavisado/
term,explicit,retardada,0,0,0,retard,0,0,retrasada,,0,Attardé,0,0,behindert,0,0,geri zekalı,0,0,https://michaelis.uol.com.br/palavra/ZNPn8/retardado/
term,explicit,ptralhada,1,partyism,1,libtard,1,partyism,0,,partyism,libido,1,partyism,0,0,0,libido,1,partyism,https://dictionary.cambridge.org/pt/dicionario/ingles/libtard
term,explicit,boicotar,1,0,0,backlash,1,0,boicotear,,0,contrecoup,1,0,Gegenreaktion,1,0,boykot,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/boicotar/
term,explicit,abestado,1,0,1,stupid,1,0,estúpido,,0,stupide,1,0,dumm,1,0,aptal,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/abestado/
term,explicit,abestada,1,0,1,stupid,1,0,estúpida,,0,stupide,1,0,dumm,1,0,aptal,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/abestado/
expression,explicit,dar um fora,1,0,0,discard / blow something off,1,0,0,0,0,jeter / se débarrasser de quelque chose,1,0,0,0,0,0,0,0,"https://www.dicionarioinformal.com.br/dar+um+fora/#:~:text=Negar%2C%20recusar%20algo.,novo%20vou%20dar%20um%20fora."
expression,explicit,dando fora,1,0,0,blow off,1,0,rechazo,,0,faire sauter,1,0,0,0,0,tembellik etmek,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/blow-sth-sb-off?q=blow+off
term,explicit,greluda,1,sexism,0,wet ass pussy,1,sexism,0,,sexism,cul mouillé chatte,1,sexism,feuchte Pussy,1,sexism,amı büyük kadın,1,sexism,https://qualeagiria.com.br/giria/greluda/
expression,explicit,bosta ambulante,1,0,0,piece of shit,1,0,basura andante,,0,merde ambulante,1,0,wandelndes Stück Scheiße,1,0,yürüyen bok,1,0,https://www.urbandictionary.com/define.php?term=Piece%20of%20shit
term,explicit,sargeta,0,0,0,rock bottom,0,0,alcantarilla,,0,le fond du baril,0,0,Tiefpunkt,0,0,kanalizasyon,0,0,https://www.dicio.com.br/sarjeta/
term,explicit,sarjeta,0,0,0,rock bottom,0,0,alcantarilla,,0,le fond du baril,0,0,Tierfpunkt,0,0,kanalizasyon,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/blow-sth-sb-off?q=blow+off
term,explicit,micropenis,1,0,0,micropenis,1,0,micropene,,0,micropénis,1,0,Mini-Penis,1,0,küçük penis,1,0,https://dicionario.priberam.org/micropenis
term,explicit,esquerdolândia,1,partyism,1,lib land,1,partyism,izquierdolandia,,partyism,libellule,1,partyism,0,0,0,sol ülke,1,partyism,https://www.urbandictionary.com/define.php?term=Lib%20Land
expression,explicit,judeu do inferno,1,antisemitism,0,jews from hell,1,antisemitism,judeo del infierno,,antisemitism,les juifs de l'enfer,1,antisemitism,Juden aus der Hölle ,1,antisemitism,cehennem yahudisi,1,antisemitism,"""prejorative expression used to refer to jews"""
term,explicit,caquético,0,0,0,in shambles,0,0,en ruinas,,0,en ruine,0,0,0,0,0,karman çorman,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/caqu%C3%A9tico/
term,explicit,caquética,0,0,0,in shambles,0,0,en ruinas,,0,en ruine,0,0,0,0,0,karman çorman,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/caqu%C3%A9tico/
term,explicit,caduco,1,0,0,crazy,1,0,caduco,,0,fou,1,0,verrückt,1,0,üşütük,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/caduco/
term,explicit,caduca,1,0,0,crazy,1,0,caducar,,0,fou,1,0,verrückt,1,0,üşütük,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/caduco/
term,explicit,misógino,1,0,0,misogynist ,1,0,misógino,,0,misogyne ,1,0,Frauenhasser / Misogyn,1,0,kadın düşmanı,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/mis%C3%B3gino/
term,explicit,pedófilo,1,0,0,pedophile,1,0,pedófilo,,0,pédophile,1,0,Pädophil,1,0,sübyancı,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/ped%C3%B3filo/
term,explicit,decrépito,0,0,0,ramshackle,0,0,decrépito,,0,déglingué,0,0,0,0,0,harap,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/decr%C3%A9pito/
term,explicit,depravado,1,0,0,degenerate,1,0,depravado,,0,dégénéré,1,0,0,0,0,sapık,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/depravado/
expression,explicit,boca suja,0,0,0,dirty mouth,0,0,boca sucia,,0,bouche sale,0,0,0,0,0,ağzı pis,0,0,"https://en.wiktionary.org/wiki/dirty_mouth#:~:text=Noun,had%20such%20a%20dirty%20mouth."
term,explicit,esclerosado,0,0,0,fucked up,0,0,esclerosado,,0,défoncé,0,0,fucked up,0,0,sıçmak,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/esclerosado/
term,explicit,esclerosada,0,0,0,fucked up,0,0,esclerosada,,0,défoncé,0,0,fucked up,0,0,sıçmak,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/esclerosado/
term,explicit,caducar,1,0,0,go crazy,1,0,caducar,,0,devenir fou,1,0,verrückt werden,1,0,süresi geçmek,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/caducar/
term,explicit,cínico,1,0,0,cynical,1,0,cínico,,0,cynique,1,0,zynisch,1,0,çıkarcı,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/c%C3%ADnico/
term,explicit,cínica,1,0,0,cynical,1,0,cínica,,0,cynique,1,0,zynisch,1,0,çıkarcı,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/c%C3%ADnico/
term,explicit,devasso,1,0,0,perv,1,0,libertino,,0,pervers,1,0,Perverser,1,0,ahlaksız,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/devasso/
term,explicit,devassa,1,0,0,perv,1,0,libertina,,0,pervers,1,0,Perverser,1,0,ahlaksız,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/devasso/
